what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1509180457808
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1509180457808
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1509180457808
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1509180457808
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1509180457808
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1509180457808
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1509180457808
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1509180457808
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1509180457808
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1509180457808
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1509180457808
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1509180457808
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1509180457808
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1509180457823
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1509180457823
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1509180457823
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1509180457823
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1509180457823
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1509180457823
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1509180457823
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1509180457823
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1509180457823
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1509180457823
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1509180457823
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1509180457823
os,sysinfo,,,"win32",1509180457823
arch,sysinfo,,,"x86_64",1509180457823
ws,sysinfo,,,"win32",1509180457823
locale,sysinfo,,,"zh_CN",1509180457823
processors,sysinfo,,,"4",1509180457823
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1509180457823
java.runtime.version,sysinfo,,,"1.6.0_45-b06",1509180457823
java.specification.name,sysinfo,,,"Java Platform API Specification",1509180457823
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1509180457823
java.specification.version,sysinfo,,,"1.6",1509180457823
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1509180457823
java.version,sysinfo,,,"1.6.0_45",1509180457823
java.vm.info,sysinfo,,,"mixed mode",1509180457823
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1509180457823
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1509180457823
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1509180457823
java.vm.specification.version,sysinfo,,,"1.0",1509180457823
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1509180457823
java.vm.version,sysinfo,,,"20.45-b01",1509180457823
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1509180460217
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1509180480883
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1509180480980
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1509180481011
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509180505696
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509180520836
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1509180538633
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1509180538649
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1509180736321
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1509180749449
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509180765229
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509180877456
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509180893381
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509180925594
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509180930673
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1509180930704
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509180957642
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1509180985494
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1509180987354
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1509180988635
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1509180988823
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1509180989861
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1509180991690
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1509181017712
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1509181019485
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1509181026287
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1509181033469
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1509181038282
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1509181071568
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1509181090894
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1509181094957
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1509181108522
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1509181252681
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1509181254286
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181297927
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181301424
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181302411
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181336756
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1509181382910
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1509181384411
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1509181406059
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1509181409552
error,log,,,"Internal Error",1509181422860
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1509181436294
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181443858
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181448897
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1509181451837
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181532069
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181547875
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181565307
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181565370
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181565385
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181565870
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181567224
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181567286
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181567317
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181567630
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181567755
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181567802
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181568725
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181568897
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181569787
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181569959
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181570631
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181570865
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181571834
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181572209
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181572241
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181572819
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181578295
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181578561
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181578561
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181578592
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181583202
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181600870
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181603038
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181604367
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1509181607336
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181609649
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181613908
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1509181619162
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181623274
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181623352
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181624659
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181624800
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181625791
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181625916
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181626775
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181626916
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181627838
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509181627947
